,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,total_spending,total_income,adjusted_spending,overspending,savings_rate,financial_stress
488,24,Male,Freshman,Economics,2929.6000000000004,3662.0,5858,719,174,133,52,76,65,142,66,39,Cash,7324,6591.6,6591.6,732.3999999999996,0.0,True
489,19,Female,Freshman,Computer Science,2470.4,3088.0,4354,511,300,189,156,150,54,270,146,46,Credit/Debit Card,6176,5558.4,5558.4,617.6000000000004,0.0,True
490,19,Non-binary,Junior,Computer Science,1979.6000000000001,2474.5,3093,940,215,109,54,31,80,193,192,42,Mobile Payment App,4949,4454.1,4454.1,494.89999999999964,0.0,True
491,22,Female,Junior,Computer Science,2038.4,2548.0,3717,473,153,54,53,92,50,290,144,70,Mobile Payment App,5096,4586.4,4586.4,509.60000000000036,0.0,True
492,19,Non-binary,Freshman,Biology,2848.8,3561.0,5703,503,203,171,117,29,31,87,82,196,Mobile Payment App,7122,6409.8,6409.8,712.1999999999998,0.0,True
493,18,Non-binary,Junior,Economics,2867.6000000000004,3584.5,5141,835,168,102,277,57,47,260,86,196,Cash,7169,6452.1,6452.1,716.8999999999996,0.0,True
494,21,Female,Senior,Computer Science,2431.6,3039.5,4582,651,221,135,100,21,39,75,72,183,Mobile Payment App,6079,5471.1,5471.1,607.8999999999996,0.0,True
495,25,Non-binary,Freshman,Psychology,2442.0,3052.5,4234,562,288,62,293,103,89,281,31,162,Mobile Payment App,6105,5494.5,5494.5,610.5,0.0,True
496,22,Non-binary,Freshman,Psychology,2080.0,2600.0,3138,843,276,177,175,37,26,258,105,165,Cash,5200,4680.0,4680.0,520.0,0.0,True
497,22,Female,Freshman,Computer Science,2930.0,3662.5,5357,828,279,95,298,97,21,154,34,162,Mobile Payment App,7325,6592.5,6592.5,732.5,0.0,True
498,25,Female,Freshman,Psychology,2950.4,3688.0,5355,848,209,118,51,112,83,240,188,172,Cash,7376,6638.4,6638.4,737.6000000000004,0.0,True
499,22,Male,Freshman,Computer Science,2948.4,3685.5,5387,599,347,200,238,77,65,190,72,196,Mobile Payment App,7371,6633.9,6633.9,737.1000000000004,0.0,True
500,25,Female,Sophomore,Computer Science,2172.8,2716.0,3394,946,298,117,191,116,36,102,73,159,Credit/Debit Card,5432,4888.8,4888.8,543.1999999999998,0.0,True
501,18,Male,Sophomore,Economics,1973.6000000000001,2467.0,3413,703,157,182,67,41,81,108,154,28,Cash,4934,4440.6,4440.6,493.39999999999964,0.0,True
502,19,Female,Junior,Engineering,2073.6,2592.0,3268,715,305,134,87,100,100,228,103,144,Cash,5184,4665.6,4665.6,518.3999999999996,0.0,True
503,24,Non-binary,Sophomore,Engineering,2957.2000000000003,3696.5,5610,490,376,168,183,102,73,183,85,123,Cash,7393,6653.700000000001,6653.700000000001,739.2999999999993,0.0,True
504,21,Male,Senior,Economics,2263.6,2829.5,3735,746,305,51,201,55,74,284,117,91,Cash,5659,5093.1,5093.1,565.8999999999996,0.0,True
505,25,Male,Sophomore,Biology,2046.0,2557.5,3253,462,286,158,240,90,24,296,191,115,Mobile Payment App,5115,4603.5,4603.5,511.5,0.0,True
506,20,Male,Junior,Biology,2195.2000000000003,2744.0,4000,589,167,130,142,24,70,179,130,57,Credit/Debit Card,5488,4939.200000000001,4939.200000000001,548.7999999999993,0.0,True
507,24,Male,Senior,Engineering,2330.8,2913.5,4178,626,335,118,184,22,75,139,85,65,Credit/Debit Card,5827,5244.3,5244.3,582.6999999999998,0.0,True
508,25,Female,Junior,Psychology,2800.4,3500.5,5329,559,236,122,262,95,61,164,108,65,Cash,7001,6300.9,6300.9,700.1000000000004,0.0,True
509,25,Male,Sophomore,Computer Science,2405.6,3007.0,4611,402,369,67,162,106,24,141,45,87,Cash,6014,5412.6,5412.6,601.3999999999996,0.0,True
510,20,Non-binary,Junior,Psychology,2482.4,3103.0,4369,916,207,97,90,42,78,284,75,48,Mobile Payment App,6206,5585.4,5585.4,620.6000000000004,0.0,True
511,24,Non-binary,Senior,Economics,3121.6000000000004,3902.0,5916,973,263,60,108,115,22,116,63,168,Credit/Debit Card,7804,7023.6,7023.6,780.3999999999996,0.0,True
512,19,Non-binary,Freshman,Computer Science,2569.6000000000004,3212.0,4417,981,156,141,240,125,59,161,118,26,Cash,6424,5781.6,5781.6,642.3999999999996,0.0,True
513,18,Female,Freshman,Psychology,2316.8,2896.0,4242,624,182,100,136,86,66,243,83,30,Cash,5792,5212.8,5212.8,579.1999999999998,0.0,True
514,22,Male,Sophomore,Biology,2866.4,3583.0,5466,674,180,152,147,133,58,67,130,159,Mobile Payment App,7166,6449.4,6449.4,716.6000000000004,0.0,True
515,25,Male,Freshman,Psychology,3109.2000000000003,3886.5,5914,859,143,173,143,142,96,170,103,30,Credit/Debit Card,7773,6995.700000000001,6995.700000000001,777.2999999999993,0.0,True
516,18,Female,Senior,Biology,2348.4,2935.5,3692,963,213,70,230,150,74,199,167,113,Credit/Debit Card,5871,5283.9,5283.9,587.1000000000004,0.0,True
517,18,Male,Senior,Computer Science,2897.2000000000003,3621.5,5326,772,298,182,173,112,66,170,41,103,Cash,7243,6518.700000000001,6518.700000000001,724.2999999999993,0.0,True
518,22,Male,Junior,Psychology,3021.6000000000004,3777.0,5596,865,158,56,113,102,71,249,148,196,Credit/Debit Card,7554,6798.6,6798.6,755.3999999999996,0.0,True
519,22,Female,Sophomore,Biology,2930.0,3662.5,5515,751,243,168,240,138,20,102,55,93,Credit/Debit Card,7325,6592.5,6592.5,732.5,0.0,True
520,18,Non-binary,Freshman,Biology,2809.2000000000003,3511.5,5183,822,118,184,209,27,50,212,89,129,Cash,7023,6320.700000000001,6320.700000000001,702.2999999999993,0.0,True
521,21,Non-binary,Sophomore,Economics,2293.2000000000003,2866.5,3883,713,338,126,300,86,46,55,64,122,Cash,5733,5159.700000000001,5159.700000000001,573.2999999999993,0.0,True
522,18,Non-binary,Freshman,Computer Science,1995.6000000000001,2494.5,3317,518,315,98,82,139,94,130,145,151,Cash,4989,4490.1,4490.1,498.89999999999964,0.0,True
523,23,Female,Freshman,Engineering,2888.4,3610.5,5420,504,372,107,222,104,31,163,116,182,Mobile Payment App,7221,6498.9,6498.9,722.1000000000004,0.0,True
524,22,Female,Freshman,Biology,2512.8,3141.0,4229,887,168,197,134,140,60,236,95,136,Credit/Debit Card,6282,5653.8,5653.8,628.1999999999998,0.0,True
525,22,Male,Junior,Psychology,2515.6000000000004,3144.5,4706,415,105,182,266,58,68,277,176,36,Credit/Debit Card,6289,5660.1,5660.1,628.8999999999996,0.0,True
526,24,Non-binary,Junior,Computer Science,3169.6000000000004,3962.0,5658,901,369,156,284,114,76,145,119,102,Credit/Debit Card,7924,7131.6,7131.6,792.3999999999996,0.0,True
527,23,Female,Junior,Economics,2760.4,3450.5,5244,411,249,157,173,69,71,255,83,189,Credit/Debit Card,6901,6210.9,6210.9,690.1000000000004,0.0,True
528,18,Non-binary,Freshman,Economics,2314.0,2892.5,3940,836,175,131,168,30,81,215,178,31,Credit/Debit Card,5785,5206.5,5206.5,578.5,0.0,True
529,24,Female,Junior,Psychology,1959.2,2449.0,3048,617,214,113,233,109,49,266,73,176,Credit/Debit Card,4898,4408.2,4408.2,489.8000000000002,0.0,True
530,24,Male,Senior,Psychology,2504.0,3130.0,4504,828,142,117,163,73,32,299,51,51,Mobile Payment App,6260,5634.0,5634.0,626.0,0.0,True
531,25,Non-binary,Sophomore,Economics,2588.4,3235.5,4654,613,246,126,255,146,20,59,155,197,Cash,6471,5823.9,5823.9,647.1000000000004,0.0,True
532,18,Non-binary,Senior,Biology,2378.4,2973.0,4502,647,112,137,172,106,88,108,42,32,Mobile Payment App,5946,5351.4,5351.4,594.6000000000004,0.0,True
533,22,Female,Sophomore,Computer Science,2477.2000000000003,3096.5,4856,519,141,57,99,76,70,60,116,199,Cash,6193,5573.700000000001,5573.700000000001,619.2999999999993,0.0,True
534,22,Non-binary,Junior,Biology,2877.2000000000003,3596.5,5246,702,146,88,286,144,37,268,85,191,Cash,7193,6473.700000000001,6473.700000000001,719.2999999999993,0.0,True
535,22,Non-binary,Sophomore,Psychology,2528.0,3160.0,4574,759,147,143,56,128,72,202,49,190,Credit/Debit Card,6320,5688.0,5688.0,632.0,0.0,True
536,21,Male,Freshman,Biology,2107.6,2634.5,3566,513,360,81,145,48,70,252,94,140,Credit/Debit Card,5269,4742.1,4742.1,526.8999999999996,0.0,True
537,18,Female,Senior,Biology,2587.2000000000003,3234.0,4782,643,169,164,59,137,76,207,189,42,Credit/Debit Card,6468,5821.200000000001,5821.200000000001,646.7999999999993,0.0,True
538,20,Male,Senior,Biology,2532.8,3166.0,4603,889,187,85,118,24,85,75,158,108,Cash,6332,5698.8,5698.8,633.1999999999998,0.0,True
539,25,Non-binary,Junior,Biology,1948.4,2435.5,3397,583,167,74,195,22,75,77,174,107,Mobile Payment App,4871,4383.9,4383.9,487.10000000000036,0.0,True
540,20,Male,Sophomore,Biology,2773.6000000000004,3467.0,5328,470,220,167,249,122,47,152,51,128,Mobile Payment App,6934,6240.6,6240.6,693.3999999999996,0.0,True
541,20,Non-binary,Senior,Engineering,2938.8,3673.5,5909,409,270,66,117,61,75,278,132,30,Credit/Debit Card,7347,6612.3,6612.3,734.6999999999998,0.0,True
542,20,Non-binary,Junior,Engineering,2874.8,3593.5,5717,726,135,60,60,69,27,127,87,179,Cash,7187,6468.3,6468.3,718.6999999999998,0.0,True
543,19,Female,Senior,Computer Science,2272.0,2840.0,4227,695,180,91,104,106,31,177,48,21,Mobile Payment App,5680,5112.0,5112.0,568.0,0.0,True
544,25,Male,Senior,Psychology,2926.0,3657.5,5598,869,209,71,106,116,41,120,149,36,Cash,7315,6583.5,6583.5,731.5,0.0,True
545,22,Male,Sophomore,Computer Science,2321.6,2902.0,3810,577,291,167,294,64,64,266,134,137,Cash,5804,5223.6,5223.6,580.3999999999996,0.0,True
546,25,Non-binary,Sophomore,Economics,2204.8,2756.0,3324,946,359,123,272,88,27,141,107,125,Mobile Payment App,5512,4960.8,4960.8,551.1999999999998,0.0,True
547,25,Female,Senior,Computer Science,2113.2000000000003,2641.5,3126,823,374,125,215,90,77,242,112,99,Credit/Debit Card,5283,4754.700000000001,4754.700000000001,528.2999999999993,0.0,True
548,22,Non-binary,Junior,Economics,2907.6000000000004,3634.5,5145,830,364,113,118,60,35,237,175,192,Cash,7269,6542.1,6542.1,726.8999999999996,0.0,True
549,23,Non-binary,Sophomore,Psychology,2579.2000000000003,3224.0,4627,696,361,121,136,141,60,95,139,72,Credit/Debit Card,6448,5803.200000000001,5803.200000000001,644.7999999999993,0.0,True
550,20,Male,Senior,Biology,2392.8,2991.0,3734,913,324,149,134,103,86,288,131,120,Mobile Payment App,5982,5383.8,5383.8,598.1999999999998,0.0,True
551,20,Male,Junior,Biology,2275.2000000000003,2844.0,4215,502,294,77,160,96,23,87,161,73,Credit/Debit Card,5688,5119.200000000001,5119.200000000001,568.7999999999993,0.0,True
552,23,Non-binary,Junior,Psychology,2915.6000000000004,3644.5,5510,503,308,171,206,144,82,109,196,60,Credit/Debit Card,7289,6560.1,6560.1,728.8999999999996,0.0,True
553,20,Non-binary,Freshman,Biology,2135.2000000000003,2669.0,3639,536,132,137,231,107,91,208,185,72,Mobile Payment App,5338,4804.200000000001,4804.200000000001,533.7999999999993,0.0,True
554,19,Non-binary,Junior,Engineering,2586.0,3232.5,4665,593,100,157,214,113,50,286,87,200,Cash,6465,5818.5,5818.5,646.5,0.0,True
555,18,Male,Senior,Engineering,2024.0,2530.0,3063,836,397,136,89,110,29,155,59,186,Mobile Payment App,5060,4554.0,4554.0,506.0,0.0,True
556,25,Female,Senior,Computer Science,3074.8,3843.5,5744,849,301,112,162,141,74,89,107,108,Mobile Payment App,7687,6918.3,6918.3,768.6999999999998,0.0,True
557,19,Female,Freshman,Psychology,2308.4,2885.5,4066,494,350,192,159,34,52,226,136,62,Cash,5771,5193.9,5193.9,577.1000000000004,0.0,True
558,22,Non-binary,Freshman,Engineering,2225.2000000000003,2781.5,3983,466,205,191,116,65,61,192,96,188,Mobile Payment App,5563,5006.700000000001,5006.700000000001,556.2999999999993,0.0,True
559,21,Male,Freshman,Engineering,2600.0,3250.0,4956,658,179,79,151,116,30,116,191,24,Credit/Debit Card,6500,5850.0,5850.0,650.0,0.0,True
560,20,Male,Senior,Engineering,2709.2000000000003,3386.5,5141,752,186,139,170,64,46,148,31,96,Credit/Debit Card,6773,6095.700000000001,6095.700000000001,677.2999999999993,0.0,True
561,24,Non-binary,Junior,Psychology,2656.4,3320.5,5249,485,248,52,64,94,75,280,48,46,Mobile Payment App,6641,5976.9,5976.9,664.1000000000004,0.0,True
562,18,Male,Freshman,Engineering,2238.0,2797.5,4015,477,286,87,93,29,76,292,175,65,Cash,5595,5035.5,5035.5,559.5,0.0,True
563,22,Male,Sophomore,Computer Science,2525.6000000000004,3157.0,4846,482,335,133,87,33,57,161,82,98,Credit/Debit Card,6314,5682.6,5682.6,631.3999999999996,0.0,True
564,23,Non-binary,Freshman,Computer Science,2789.2000000000003,3486.5,4983,887,248,152,211,52,24,180,106,130,Credit/Debit Card,6973,6275.700000000001,6275.700000000001,697.2999999999993,0.0,True
565,20,Male,Sophomore,Computer Science,2772.4,3465.5,5019,898,226,60,174,86,22,188,147,111,Cash,6931,6237.9,6237.9,693.1000000000004,0.0,True
566,22,Non-binary,Senior,Engineering,2541.6000000000004,3177.0,4960,529,229,59,182,35,64,96,123,77,Credit/Debit Card,6354,5718.6,5718.6,635.3999999999996,0.0,True
567,21,Male,Sophomore,Economics,2752.0,3440.0,4948,731,309,194,60,109,86,126,177,140,Cash,6880,6192.0,6192.0,688.0,0.0,True
568,18,Male,Sophomore,Biology,1950.4,2438.0,3004,919,206,81,197,48,60,159,132,70,Cash,4876,4388.4,4388.4,487.60000000000036,0.0,True
569,21,Female,Senior,Engineering,3205.6000000000004,4007.0,5912,951,352,108,62,62,70,249,98,150,Credit/Debit Card,8014,7212.6,7212.6,801.3999999999996,0.0,True
570,25,Male,Sophomore,Biology,2816.4,3520.5,5734,489,157,94,92,21,23,261,57,113,Mobile Payment App,7041,6336.9,6336.9,704.1000000000004,0.0,True
571,25,Male,Sophomore,Psychology,2177.2000000000003,2721.5,3901,533,201,133,156,146,61,144,81,87,Credit/Debit Card,5443,4898.700000000001,4898.700000000001,544.2999999999993,0.0,True
572,24,Non-binary,Freshman,Biology,2832.4,3540.5,5027,830,264,126,213,52,62,296,157,54,Cash,7081,6372.9,6372.9,708.1000000000004,0.0,True
573,22,Male,Freshman,Psychology,2810.0,3512.5,5008,769,331,149,280,38,33,100,150,167,Credit/Debit Card,7025,6322.5,6322.5,702.5,0.0,True
574,18,Male,Sophomore,Psychology,3132.8,3916.0,5891,765,359,133,51,23,61,250,128,171,Mobile Payment App,7832,7048.8,7048.8,783.1999999999998,0.0,True
575,20,Male,Senior,Economics,2284.8,2856.0,3866,487,261,199,225,115,34,184,197,144,Credit/Debit Card,5712,5140.8,5140.8,571.1999999999998,0.0,True
576,23,Female,Sophomore,Economics,2732.8,3416.0,5240,409,380,179,148,81,59,101,139,96,Cash,6832,6148.8,6148.8,683.1999999999998,0.0,True
577,23,Non-binary,Junior,Biology,2586.0,3232.5,4874,565,127,102,216,119,93,143,144,82,Mobile Payment App,6465,5818.5,5818.5,646.5,0.0,True
578,24,Male,Freshman,Psychology,1894.4,2368.0,3265,438,340,77,109,63,24,201,137,82,Cash,4736,4262.4,4262.4,473.60000000000036,0.0,True
579,20,Male,Sophomore,Biology,2936.8,3671.0,5517,854,238,93,254,118,22,143,36,67,Cash,7342,6607.8,6607.8,734.1999999999998,0.0,True
580,21,Non-binary,Sophomore,Economics,2150.0,2687.5,3783,415,144,172,133,41,88,284,116,199,Mobile Payment App,5375,4837.5,4837.5,537.5,0.0,True
581,25,Female,Sophomore,Biology,2651.6000000000004,3314.5,5071,604,126,195,193,107,53,159,49,72,Mobile Payment App,6629,5966.1,5966.1,662.8999999999996,0.0,True
582,21,Non-binary,Junior,Biology,3244.8,4056.0,6000,917,295,191,103,22,85,297,62,140,Mobile Payment App,8112,7300.8,7300.8,811.1999999999998,0.0,True
583,22,Male,Junior,Computer Science,2986.8,3733.5,5354,733,325,182,155,42,81,220,199,176,Credit/Debit Card,7467,6720.3,6720.3,746.6999999999998,0.0,True
584,25,Male,Sophomore,Computer Science,2717.6000000000004,3397.0,4637,862,290,200,266,21,44,229,168,77,Mobile Payment App,6794,6114.6,6114.6,679.3999999999996,0.0,True
585,23,Female,Senior,Computer Science,2076.8,2596.0,3161,954,287,101,168,55,52,180,135,99,Credit/Debit Card,5192,4672.8,4672.8,519.1999999999998,0.0,True
586,19,Male,Sophomore,Computer Science,2787.2000000000003,3484.0,4924,792,191,144,287,81,36,223,104,186,Credit/Debit Card,6968,6271.200000000001,6271.200000000001,696.7999999999993,0.0,True
587,22,Non-binary,Junior,Engineering,2517.6000000000004,3147.0,4378,791,202,93,184,105,48,254,79,160,Mobile Payment App,6294,5664.6,5664.6,629.3999999999996,0.0,True
588,24,Female,Junior,Biology,2133.2000000000003,2666.5,3269,990,249,198,247,135,27,53,98,67,Mobile Payment App,5333,4799.700000000001,4799.700000000001,533.2999999999993,0.0,True
589,21,Male,Sophomore,Biology,2955.2000000000003,3694.0,5211,857,254,156,275,148,54,227,119,87,Cash,7388,6649.200000000001,6649.200000000001,738.7999999999993,0.0,True
590,18,Non-binary,Senior,Economics,2506.0,3132.5,4522,642,144,121,219,149,80,188,54,146,Mobile Payment App,6265,5638.5,5638.5,626.5,0.0,True
591,22,Non-binary,Senior,Computer Science,2272.8,2841.0,3645,979,163,134,50,85,86,267,193,80,Credit/Debit Card,5682,5113.8,5113.8,568.1999999999998,0.0,True
592,20,Non-binary,Senior,Economics,2831.2000000000003,3539.0,5206,442,332,149,229,116,69,272,103,160,Mobile Payment App,7078,6370.200000000001,6370.200000000001,707.7999999999993,0.0,True
593,20,Non-binary,Freshman,Biology,2538.0,3172.5,4777,417,256,188,156,105,77,191,137,41,Cash,6345,5710.5,5710.5,634.5,0.0,True
594,24,Non-binary,Junior,Psychology,3038.4,3798.0,5620,850,203,166,220,91,34,235,39,138,Credit/Debit Card,7596,6836.4,6836.4,759.6000000000004,0.0,True
595,19,Female,Sophomore,Psychology,2283.2000000000003,2854.0,3885,691,131,147,218,38,38,292,168,100,Cash,5708,5137.200000000001,5137.200000000001,570.7999999999993,0.0,True
596,22,Non-binary,Senior,Economics,1997.2,2496.5,3099,900,281,111,108,121,29,161,137,46,Credit/Debit Card,4993,4493.7,4493.7,499.3000000000002,0.0,True
597,18,Female,Senior,Engineering,2382.8,2978.5,3690,973,287,98,270,146,100,136,128,129,Mobile Payment App,5957,5361.3,5361.3,595.6999999999998,0.0,True
598,25,Non-binary,Junior,Psychology,2996.4,3745.5,5414,887,256,57,209,84,76,220,184,104,Mobile Payment App,7491,6741.9,6741.9,749.1000000000004,0.0,True
599,23,Male,Junior,Biology,2964.8,3706.0,5566,844,274,120,178,28,28,179,122,73,Credit/Debit Card,7412,6670.8,6670.8,741.1999999999998,0.0,True
600,23,Female,Freshman,Engineering,2040.8000000000002,2551.0,3369,825,141,117,135,45,39,159,158,114,Cash,5102,4591.8,4591.8,510.1999999999998,0.0,True
601,23,Female,Freshman,Engineering,2189.2000000000003,2736.5,3586,770,172,111,261,78,99,177,145,74,Cash,5473,4925.700000000001,4925.700000000001,547.2999999999993,0.0,True
602,22,Female,Junior,Economics,2234.4,2793.0,3855,752,249,93,122,125,56,181,103,50,Credit/Debit Card,5586,5027.4,5027.4,558.6000000000004,0.0,True
603,25,Male,Freshman,Computer Science,2690.4,3363.0,4957,892,142,51,243,128,83,131,64,35,Mobile Payment App,6726,6053.4,6053.4,672.6000000000004,0.0,True
604,25,Non-binary,Junior,Biology,1950.8000000000002,2438.5,3265,561,252,88,196,84,27,158,125,121,Mobile Payment App,4877,4389.3,4389.3,487.6999999999998,0.0,True
605,18,Female,Senior,Computer Science,2598.8,3248.5,4745,733,262,118,197,97,79,182,32,52,Mobile Payment App,6497,5847.3,5847.3,649.6999999999998,0.0,True
606,24,Non-binary,Freshman,Engineering,2470.8,3088.5,4614,498,181,103,54,67,68,288,163,141,Mobile Payment App,6177,5559.3,5559.3,617.6999999999998,0.0,True
607,24,Non-binary,Freshman,Engineering,2919.2000000000003,3649.0,5658,696,136,77,216,70,89,103,90,163,Mobile Payment App,7298,6568.200000000001,6568.200000000001,729.7999999999993,0.0,True
608,20,Female,Junior,Psychology,3138.4,3923.0,5634,998,266,170,191,137,100,175,94,81,Cash,7846,7061.4,7061.4,784.6000000000004,0.0,True
609,24,Non-binary,Freshman,Engineering,2582.8,3228.5,4545,669,262,76,211,138,83,291,73,109,Credit/Debit Card,6457,5811.3,5811.3,645.6999999999998,0.0,True
610,24,Non-binary,Sophomore,Engineering,2220.4,2775.5,3718,423,341,155,291,111,75,263,122,52,Mobile Payment App,5551,4995.9,4995.9,555.1000000000004,0.0,True
611,23,Male,Junior,Engineering,2634.8,3293.5,4662,745,250,121,238,101,60,263,34,113,Cash,6587,5928.3,5928.3,658.6999999999998,0.0,True
612,23,Male,Freshman,Biology,2681.2000000000003,3351.5,4775,612,289,169,116,148,74,239,199,82,Cash,6703,6032.700000000001,6032.700000000001,670.2999999999993,0.0,True
613,21,Male,Senior,Biology,2915.2000000000003,3644.0,5685,505,272,56,239,23,57,161,107,183,Cash,7288,6559.200000000001,6559.200000000001,728.7999999999993,0.0,True
614,23,Male,Sophomore,Engineering,2590.4,3238.0,4954,554,100,122,174,109,92,188,68,115,Cash,6476,5828.4,5828.4,647.6000000000004,0.0,True
615,24,Male,Freshman,Engineering,2928.4,3660.5,5328,462,349,171,288,145,92,241,120,125,Credit/Debit Card,7321,6588.9,6588.9,732.1000000000004,0.0,True
616,20,Male,Freshman,Biology,2014.8000000000002,2518.5,3264,869,132,91,255,56,37,85,187,61,Mobile Payment App,5037,4533.3,4533.3,503.6999999999998,0.0,True
617,25,Male,Junior,Computer Science,2676.0,3345.0,4653,765,351,148,243,31,58,74,191,176,Credit/Debit Card,6690,6021.0,6021.0,669.0,0.0,True
618,24,Male,Junior,Engineering,2418.0,3022.5,4001,921,377,193,87,142,60,155,51,58,Cash,6045,5440.5,5440.5,604.5,0.0,True
619,19,Male,Junior,Engineering,2704.8,3381.0,4638,838,332,67,237,74,80,205,116,175,Mobile Payment App,6762,6085.8,6085.8,676.1999999999998,0.0,True
620,19,Non-binary,Freshman,Psychology,2446.4,3058.0,4294,696,267,104,215,79,96,286,35,44,Credit/Debit Card,6116,5504.4,5504.4,611.6000000000004,0.0,True
621,22,Non-binary,Senior,Computer Science,2574.8,3218.5,4625,463,338,80,265,51,80,295,103,137,Credit/Debit Card,6437,5793.3,5793.3,643.6999999999998,0.0,True
622,18,Non-binary,Sophomore,Engineering,2612.8,3266.0,4464,670,378,122,191,145,94,198,169,101,Cash,6532,5878.8,5878.8,653.1999999999998,0.0,True
623,19,Male,Junior,Computer Science,2606.8,3258.5,4614,875,282,57,191,42,40,153,106,157,Mobile Payment App,6517,5865.3,5865.3,651.6999999999998,0.0,True
624,23,Male,Senior,Economics,2818.4,3523.0,4968,953,216,85,85,143,37,280,94,185,Credit/Debit Card,7046,6341.4,6341.4,704.6000000000004,0.0,True
625,21,Male,Junior,Engineering,2743.6000000000004,3429.5,5365,547,194,59,112,98,23,229,168,64,Credit/Debit Card,6859,6173.1,6173.1,685.8999999999996,0.0,True
626,21,Non-binary,Freshman,Computer Science,1966.0,2457.5,3103,759,238,75,289,107,41,170,89,44,Cash,4915,4423.5,4423.5,491.5,0.0,True
627,25,Non-binary,Junior,Computer Science,2534.8,3168.5,4562,525,330,50,245,112,89,132,137,155,Cash,6337,5703.3,5703.3,633.6999999999998,0.0,True
628,22,Male,Freshman,Computer Science,2522.4,3153.0,5060,534,354,69,64,33,48,76,42,26,Cash,6306,5675.4,5675.4,630.6000000000004,0.0,True
629,22,Male,Freshman,Engineering,2734.4,3418.0,5373,409,264,79,288,59,43,113,175,33,Credit/Debit Card,6836,6152.4,6152.4,683.6000000000004,0.0,True
630,22,Non-binary,Senior,Economics,2358.0,2947.5,3962,721,389,71,108,89,93,106,186,170,Credit/Debit Card,5895,5305.5,5305.5,589.5,0.0,True
631,21,Female,Sophomore,Engineering,2456.4,3070.5,4287,851,296,53,95,134,61,143,87,134,Cash,6141,5526.9,5526.9,614.1000000000004,0.0,True
632,22,Non-binary,Senior,Biology,3046.4,3808.0,5655,773,175,145,256,122,60,143,118,169,Credit/Debit Card,7616,6854.4,6854.4,761.6000000000004,0.0,True
633,25,Male,Freshman,Biology,2335.2000000000003,2919.0,3801,939,137,127,280,59,75,265,70,85,Cash,5838,5254.200000000001,5254.200000000001,583.7999999999993,0.0,True
634,25,Female,Senior,Computer Science,2688.0,3360.0,4642,895,349,89,273,45,83,79,122,143,Mobile Payment App,6720,6048.0,6048.0,672.0,0.0,True
635,23,Male,Sophomore,Engineering,2419.2000000000003,3024.0,4123,776,178,106,268,105,39,201,144,108,Credit/Debit Card,6048,5443.200000000001,5443.200000000001,604.7999999999993,0.0,True
636,18,Male,Senior,Computer Science,2132.4,2665.5,3780,494,312,149,111,126,73,60,57,169,Mobile Payment App,5331,4797.9,4797.9,533.1000000000004,0.0,True
637,24,Female,Junior,Engineering,3044.4,3044.4,3266,852,201,167,102,118,72,124,62,110,Credit/Debit Card,5074,6088.8,5074.0,0.0,0.16666666666666669,False
638,25,Non-binary,Senior,Economics,2096.4,2620.5,3704,464,269,88,257,105,47,106,135,66,Credit/Debit Card,5241,4716.9,4716.9,524.1000000000004,0.0,True
639,18,Non-binary,Sophomore,Biology,2045.6000000000001,2557.0,3357,615,324,73,162,150,58,211,87,77,Cash,5114,4602.6,4602.6,511.39999999999964,0.0,True
640,24,Male,Junior,Biology,2861.6000000000004,3577.0,5452,459,255,128,95,44,47,288,195,191,Mobile Payment App,7154,6438.6,6438.6,715.3999999999996,0.0,True
641,20,Female,Junior,Economics,2227.2000000000003,2784.0,3798,748,152,53,262,118,91,112,163,71,Mobile Payment App,5568,5011.200000000001,5011.200000000001,556.7999999999993,0.0,True
642,24,Female,Freshman,Psychology,2938.0,3672.5,5353,852,129,166,183,91,85,291,54,141,Credit/Debit Card,7345,6610.5,6610.5,734.5,0.0,True
643,18,Non-binary,Junior,Psychology,2724.8,3406.0,5199,559,371,104,144,70,63,102,95,105,Credit/Debit Card,6812,6130.8,6130.8,681.1999999999998,0.0,True
644,25,Male,Junior,Computer Science,2777.6000000000004,3472.0,5221,694,119,93,275,92,58,52,180,160,Credit/Debit Card,6944,6249.6,6249.6,694.3999999999996,0.0,True
645,22,Male,Senior,Economics,2316.4,2895.5,3658,951,218,199,238,73,79,112,196,67,Mobile Payment App,5791,5211.9,5211.9,579.1000000000004,0.0,True
646,20,Female,Sophomore,Engineering,2708.4,3385.5,5231,506,378,66,141,66,75,56,153,99,Cash,6771,6093.9,6093.9,677.1000000000004,0.0,True
647,19,Female,Junior,Engineering,2040.4,2550.5,3510,444,222,168,221,98,61,175,133,69,Credit/Debit Card,5101,4590.9,4590.9,510.10000000000036,0.0,True
648,23,Male,Sophomore,Engineering,2002.8000000000002,2503.5,3621,572,121,184,108,41,55,93,126,86,Cash,5007,4506.3,4506.3,500.6999999999998,0.0,True
649,25,Male,Senior,Biology,3184.0,3980.0,5926,735,295,100,278,39,80,139,178,190,Credit/Debit Card,7960,7164.0,7164.0,796.0,0.0,True
650,23,Female,Freshman,Economics,1938.8000000000002,2423.5,3445,418,213,83,159,87,54,55,198,135,Mobile Payment App,4847,4362.3,4362.3,484.6999999999998,0.0,True
